Movie_name,Release_Date,tconst,nconst,Director_name,capped_profit,Successful,num_movies,Director_age
Election,1999,tt0126886,nm0668247,Alexander Payne,11609286.614221303,4.9,15,38
The Green Butchers,2003,tt0342492,nm0421314,Anders Thomas Jensen,0.0,4.7,9,31
Voltaire,1933,tt0024742,nm0012317,John G. Adolfi,0.0,4.6,85,52
Sisters,2001,tt0284492,nm0091074,Sergey Bodrov,0.0,4.7,1,30
The Abyss,1989,tt0096754,nm0000116,James Cameron,11609286.614221303,5.8,24,35
The Drifter,1988,tt0095067,nm0104487,Larry Brand,0.0,4.2,13,39
The Red Dwarf,1998,tt0156820,nm0494467,Yvan Le Moine,0.0,4.4,5,39
Zero Dark Thirty,2012,tt1790885,nm0000941,Kathryn Bigelow,-41244327.393982194,4.9,24,61
Chatroom,2010,tt1319704,nm0620378,Hideo Nakata,0.0,4.3,60,49
Lust for Life,1956,tt0049456,nm0002030,George Cukor,11609286.614221303,5.7,53,57
The House of the Spirits,1993,tt0107151,nm0000806,Bille August,-40969627.92039227,3.9,49,45
Congorama,2006,tt0810809,nm0265852,Philippe Falardeau,-5871675.416477202,4.6,27,38
Middle Men,2009,tt1251757,nm0303032,George Gallo,-23444092.811094742,4.2,27,53
The Rocket,2005,tt0460505,nm0082748,Charles Binamé,-9697747.813100066,4.6,73,56
The Tiger and the Snow,2005,tt0419198,nm0000905,Roberto Benigni,-42427646.68231279,3.9,8,53
A Family Secret,2006,tt0485149,nm0194774,Ghyslaine Côté,0.0,4.6,4,51
Quinceañera,2006,tt0451176,nm0322144,Richard Glatzer,1987788.775148609,4.7,5,54
The Bitter Tears of Petra Von Kant,1972,tt0068278,nm0001202,Rainer Werner Fassbinder,0.0,4.8,64,27
Accattone,1961,tt0054599,nm0001596,Pier Paolo Pasolini,0.0,4.8,22,39
Holy Rollers,2010,tt1143896,nm0038475,Kevin Asch,328834.038017844,4.4,6,35
Badge 373,1973,tt0069761,nm0462322,Howard W. Koch,0.0,4.4,71,57
Carrie,1976,tt0074285,nm0000361,Brian De Palma,11609286.614221303,5.0,39,36
Hatey Bazarey,1967,tt0061753,nm0802377,Tapan Sinha,0.0,4.9,38,43
Revolutionary Road,2008,tt0959337,nm0005222,Sam Mendes,11609286.614221303,4.9,16,43
Joe Gould's Secret,2000,tt0172632,nm0001804,Stanley Tucci,644334.8056794425,4.6,5,40
Soba,2004,tt0410631,nm0183063,Alan Coton,0.0,4.5,80,37
The Nature of the Beast,1995,tt0113939,nm0759207,Victor Salva,0.0,4.5,13,37
Food of Love,2002,tt0309600,nm0690532,Ventura Pons,0.0,4.5,34,57
Subdivision,2009,tt1203532,nm0112262,Sue Brooks,0.0,4.3,13,56
Ennum Nanmakal,1991,tt0353411,nm0030791,Sathyan Anthikad,0.0,4.7,57,36
Phoenix,1998,tt0119892,nm0134176,Danny Cannon,0.0,4.5,82,30
Mac,1992,tt0104783,nm0001806,John Turturro,794853.1381874332,4.5,8,35
Ilamai Oonjal Aadukirathu,1978,tt0277748,nm0820232,C.V. Sridhar,0.0,4.7,59,45
The Toll of the Sea,1922,tt0013688,nm0291387,Chester M. Franklin,0.0,4.6,48,32
11:14,2003,tt0331811,nm1009775,Greg Marcks,-7721406.115515289,4.5,5,27
Black Snake Moan,2006,tt0462200,nm0108132,Craig Brewer,-4810257.348780951,4.6,29,35
The Wedding Night,1935,tt0027189,nm0896542,King Vidor,0.0,4.6,73,41
Ladies Tailor,1985,tt0251789,nm0885536,Vamsy,0.0,4.7,26,29
The Last Station,2009,tt0824758,nm0001355,Michael Hoffman,11401383.81005918,4.8,20,53
Anjaam,1994,tt0109134,nm0712541,Rahul Rawail,0.0,4.6,20,43
Rampo,1994,tt0110943,nm0563125,Rintarô Mayuzumi,0.0,4.6,83,41
Lymelife,2008,tt0363780,nm0553796,Derick Martini,-1070693.679694848,4.6,8,36
Virgin Forest,1985,tt0375190,nm0302323,Peque Gallaga,0.0,4.7,38,42
Elevator to the Gallows,1958,tt0051378,nm0001501,Louis Malle,0.0,4.9,39,26
Sorority Row,2009,tt1232783,nm0376664,Stewart Hendler,11609286.614221303,4.5,69,31
The Verdict,1946,tt0039080,nm0796923,Don Siegel,0.0,4.7,52,34
Windows,1980,tt0081759,nm0932336,Gordon Willis,0.0,4.2,1,49
The Girl on a Motorcycle,1968,tt0063013,nm0002153,Jack Cardiff,0.0,4.3,18,54
3:10 to Yuma,2007,tt0381849,nm0003506,James Mangold,11609286.614221303,5.0,28,44
Babel,2006,tt0449467,nm0327944,Alejandro G. Iñárritu,11609286.614221303,6.2,15,43
Perfect Stranger,2007,tt0457433,nm0001226,James Foley,11609286.614221303,4.6,37,54
Two for the Road,1967,tt0062407,nm0002045,Stanley Donen,11609286.614221303,5.0,26,43
The Chain,1984,tt0088898,nm0324995,Jack Gold,0.0,4.6,72,54
Road to Perdition,2002,tt0257044,nm0005222,Sam Mendes,11609286.614221303,6.1,16,37
Friends,2001,tt0308280,nm0796504,Siddique,0.0,4.9,16,39
Possessed,1983,tt0085928,nm0481681,David Lai,0.0,4.4,19,31
Mystery Team,2009,tt1237838,nm2254920,Dan Eckman,98696.99035131469,4.6,76,25
A Force of One,1979,tt0079168,nm0007477,Paul Aaron,11609286.614221303,4.5,14,36
Madame Bovary,1949,tt0041615,nm0591486,Vincente Minnelli,0.0,4.7,30,46
The Texas Chainsaw Massacre,2003,tt0324216,nm1197971,Marcus Nispel,11609286.614221303,4.7,10,40
The Blue Lagoon,1949,tt0041190,nm0490950,Frank Launder,0.0,4.5,15,43
The Longshots,2008,tt1091751,nm0004890,Fred Durst,11609286.614221303,4.6,10,38
The Toast of New York,1937,tt0029675,nm0498174,Rowland V. Lee,11609286.614221303,4.7,57,46
Drive a Crooked Road,1954,tt0046935,nm0703689,Richard Quine,0.0,4.6,50,34
Luxury Car,2006,tt0810954,nm0910852,Chao Wang,0.0,4.6,9,42
Hungama,2003,tt0371735,nm0698184,Priyadarshan,0.0,4.8,88,46
Midnight Lace,1960,tt0054084,nm0588183,David Miller,0.0,4.6,51,51
Jake Speed,1986,tt0091282,nm0485229,Andrew Lane,4198185.910692618,4.3,7,35
Ninaithale Inikkum,2009,tt9330112,nm5936406,Kumaravelan,0.0,4.7,5,35
The Wrong Man,1956,tt0051207,nm0000033,Alfred Hitchcock,6967097.486204782,4.9,81,57
Come to the Stable,1949,tt0041257,nm0467396,Henry Koster,0.0,4.7,49,44
All About My Mother,1999,tt0185125,nm0000264,Pedro Almodóvar,11609286.614221303,5.5,43,50
"My Son, My Son, What Have Ye Done",2009,tt1233219,nm0001348,Werner Herzog,0.0,4.5,86,67
A Girl Cut in Two,2007,tt0901485,nm0001031,Claude Chabrol,0.0,4.5,86,77
Tennessee,2008,tt0770814,nm0005616,Aaron Woodley,17702.777642309462,4.4,27,37
Fast Food Nation,2006,tt0460792,nm0000500,Richard Linklater,2594484.334896449,4.6,41,46
The Hide,2008,tt1305816,nm3160468,Marek Losey,0.0,4.6,45,37
Persona,1966,tt0060827,nm0000005,Ingmar Bergman,0.0,4.9,85,48
Underworld: Evolution,2006,tt0401855,nm0936482,Len Wiseman,11609286.614221303,4.8,18,33
The Best Way to Walk,1976,tt0074888,nm0002218,Claude Miller,0.0,4.7,20,34
The Story of Marie and Julien,2003,tt0339357,nm0729626,Jacques Rivette,0.0,4.6,34,75
Leaves of Grass,2009,tt1151359,nm0625789,Tim Blake Nelson,-8807104.695226619,4.4,12,45
The Loneliness of the Long Distance Runner,1962,tt0056194,nm0724798,Tony Richardson,0.0,4.8,53,34
Three Colors: Red,1994,tt0111495,nm0001425,Krzysztof Kieslowski,5720908.147605554,5.0,53,53
Werckmeister Harmonies,2000,tt0249241,nm0850601,Béla Tarr,0.0,4.9,16,45
The Hunger,1986,tt0970422,nm0046220,Ali Badr Khan,0.0,4.6,10,40
Fantastic Four: Rise of the Silver Surfer,2007,tt0486576,nm1103162,Tim Story,11609286.614221303,4.6,44,37
Seduced and Abandoned,1964,tt0058564,nm0314584,Pietro Germi,0.0,4.9,18,50
Hobgoblins,1988,tt0089280,nm0707691,Rick Sloane,0.0,3.6,16,27
Mudhoney,1965,tt0059477,nm0000540,Russ Meyer,-450806.77069558314,4.5,33,43
The Bridge,1959,tt0052654,nm0926919,Bernhard Wicki,0.0,4.9,12,40
Event Horizon,1997,tt0119081,nm0027271,Paul W.S. Anderson,-49151587.18522064,3.7,21,32
Smart People,2008,tt0858479,nm1729171,Noam Murro,5321493.443577447,4.6,14,47
The Piano Teacher,2001,tt0254686,nm0359734,Michael Haneke,11609286.614221303,5.0,25,59
Passion,1999,tt0148583,nm0242064,Peter Duncan,0.0,4.4,25,35
247°F,2011,tt1877543,nm4395656,Levan Bakhia,-684089.4389964694,4.2,5,32
My Name is Khan,2010,tt1188996,nm0424103,Karan Johar,-13028031.854275629,4.6,12,38
Get Shorty,1995,tt0113161,nm0001756,Barry Sonnenfeld,11609286.614221303,4.8,56,42
Raising Victor Vargas,2002,tt0316188,nm0813164,Peter Sollett,-1052891.9156821868,4.7,28,26
Girl with Hyacinths,1950,tt0042466,nm0252475,Hasse Ekman,0.0,4.8,57,35
The Assassin,1952,tt0044378,nm0859387,Ralph Thomas,0.0,4.5,40,37
A Face in the Crowd,1957,tt0050371,nm0001415,Elia Kazan,0.0,4.9,20,48
The Hearse,1980,tt0080853,nm0101055,George Bowers,0.0,4.2,8,36
The Naked Runner,1967,tt0062029,nm0002089,Sidney J. Furie,0.0,4.4,88,34
Who's That Knocking at My Door,1967,tt0063803,nm0000217,Martin Scorsese,0.0,4.6,74,25
The Last of Mrs. Cheyney,1937,tt0029120,nm0092915,Richard Boleslawski,0.0,4.5,22,48
The Advocate,1993,tt0107146,nm0576282,Leslie Megahey,0.0,4.6,32,49
Striking Distance,1993,tt0108238,nm0380705,Rowdy Herrington,11609286.614221303,4.6,19,42
Cashback,2006,tt0460740,nm1193346,Sean Ellis,0.0,4.7,13,36
Welcome,2009,tt1314280,nm0513371,Philippe Lioret,0.0,4.8,14,54
The Guardian,1990,tt0099710,nm0001243,William Friedkin,11609286.614221303,4.5,38,55
Fargo,1996,tt0116282,nm0001054,Joel Coen,11609286.614221303,6.6,10,42
Casa de los Babys,2003,tt0303830,nm0000626,John Sayles,612487.6711030577,4.5,19,53
Last Year at Marienbad,1961,tt0054632,nm0720297,Alain Resnais,0.0,4.8,42,39
The Deer Hunter,1978,tt0077416,nm0001047,Michael Cimino,11609286.614221303,7.7,9,39
Raja Chinna Roja,1989,tt0846073,nm0616114,S.P. Muthuraman,0.0,4.6,67,54
Hammersmith is Out,1972,tt0068674,nm0001811,Peter Ustinov,0.0,4.3,11,51
The Caretakers,1963,tt0056908,nm0058826,Hall Bartlett,0.0,4.4,11,41
Little Vera,1988,tt0095574,nm0681695,Vasili Pichul,0.0,4.6,41,27
Natural Selection,2011,tt1621426,nm0681852,Robbie Pickering,0.0,4.5,6,32
Follow Me Quietly,1949,tt0041378,nm0281507,Richard Fleischer,0.0,4.6,61,33
Eddie Macon's Run,1983,tt0085473,nm0437596,Jeff Kanew,0.0,4.4,28,39
Hamlet,1948,tt0040416,nm0000059,Laurence Olivier,-7385183.708838822,6.7,7,41
Beyond the Law,1993,tt0103805,nm0272511,Larry Ferguson,0.0,4.5,2,53
Zack and Miri Make a Porno,2008,tt1007028,nm0003620,Kevin Smith,11609286.614221303,4.8,42,38
A Woman Under the Influence,1974,tt0072417,nm0001023,John Cassavetes,0.0,4.9,21,45
Atonement,2007,tt0783233,nm0942504,Joe Wright,11609286.614221303,6.2,47,35
The Soldier,1982,tt0084704,nm0322785,James Glickenhaus,0.0,4.3,8,32
Smoke,1995,tt0114478,nm0911061,Wayne Wang,-10874897.735972876,4.6,22,46
Thunderball,1965,tt0059800,nm0950109,Terence Young,11609286.614221303,5.3,35,50
Vidocq,2001,tt0164961,nm0685759,Pitof,0.0,4.5,11,44
The Southerner,1945,tt0038107,nm0719756,Jean Renoir,0.0,4.7,35,51
The Jigsaw Man,1983,tt0085755,nm0950109,Terence Young,0.0,4.2,35,68
Ekk Deewana Tha,2012,tt2126282,nm1069826,Gautham Vasudev Menon,0.0,4.5,40,39
The Big Fix,1978,tt0077233,nm0434571,Jeremy Kagan,0.0,4.5,59,33
All the Right Moves,1983,tt0085154,nm0152469,Michael Chapman,11609286.614221303,4.6,5,48
Monkey on My Back,1957,tt0050719,nm0211964,André De Toth,0.0,4.6,48,44
The Spook Who Sat By The Door,1973,tt0070726,nm0228853,Ivan Dixon,0.0,4.7,93,42
The Land Girls,1998,tt0119494,nm0500896,David Leland,0.0,4.5,11,57
Undercover Angel,1999,tt0169347,nm0831546,Bryan Michael Stoller,0.0,4.6,14,39
Niagara,1953,tt0046126,nm0368871,Henry Hathaway,9728883.561643835,4.8,64,55
November,2004,tt0368089,nm0365615,Greg Harrison,27339.235878408188,4.3,2,35
The True Story of Lynn Stuart,1958,tt0052322,nm0782597,Lewis Seiler,0.0,4.5,90,68
Cowboys & Aliens,2011,tt0409847,nm0269463,Jon Favreau,11609286.614221303,4.6,46,45
A Christmas Carol,2009,tt1067106,nm0000709,Robert Zemeckis,11609286.614221303,4.8,38,57
A Passage to India,1984,tt0087892,nm0000180,David Lean,11609286.614221303,6.9,16,76
The Lips,2010,tt1637694,nm2208454,Iván Fund,0.0,4.6,13,26
Swept Away,1974,tt0073817,nm0921631,Lina Wertmüller,0.0,4.8,38,46
Boy Slaves,1939,tt0031117,nm0938439,P.J. Wolfson,0.0,4.5,1,36
Gardener of Eden,2007,tt0403057,nm0175305,Kevin Connolly,0.0,4.4,20,33
The End of Summer,1961,tt0055052,nm0654868,Yasujirô Ozu,0.0,4.8,54,58
Bitter Victory,1957,tt0050126,nm0712947,Nicholas Ray,0.0,4.6,26,46
Due Date,2010,tt1231583,nm0680846,Todd Phillips,11609286.614221303,4.8,15,40
Mother India,1957,tt0050188,nm0006371,Mehboob Khan,0.0,4.8,24,50
Yield to the Night,1956,tt0049019,nm0496746,J. Lee Thompson,0.0,4.7,49,42
The Rose Tattoo,1955,tt0048563,nm0542702,Daniel Mann,11609286.614221303,6.7,31,43
Joy House,1964,tt0058123,nm0167496,René Clément,0.0,4.7,31,51
Naked Weapon,2002,tt0341495,nm0155642,Siu-Tung Ching,0.0,4.3,23,49
Murder at the Gallop,1963,tt0057334,nm0689659,George Pollock,0.0,4.7,20,56
I Love You Baby,2001,tt0300016,nm0579687,David Menkes,0.0,4.3,2,38
Ken Park,2002,tt0209077,nm0164187,Larry Clark,-1121670.763959231,4.4,14,59
Kyo Kii... Main Jhuth Nahin Bolta,2001,tt0297241,nm0223522,David Dhawan,0.0,4.3,46,46
What's the Matter with Helen?,1971,tt0067975,nm0364252,Curtis Harrington,0.0,4.5,51,45
Loophole,1954,tt0047192,nm0776838,Harold D. Schuster,0.0,4.6,93,52
The Woman,2011,tt1714208,nm1031246,Lucky McKee,0.0,4.4,11,36
I am Josh Polonski's Brother,2001,tt0278493,nm0618930,Raphaël Nadjari,0.0,4.6,8,30
Head-On,2004,tt0347048,nm0015359,Fatih Akin,11609286.614221303,5.1,23,31
Les Misérables,1995,tt0113828,nm0500988,Claude Lelouch,0.0,4.8,65,58
The Mailman,2004,tt0425218,nm0548297,Tony Mark,0.0,3.7,5,37
Maayavi,2005,tt1496797,nm2670388,Singampuli,0.0,4.2,2,37
XX/XY,2002,tt0245573,nm0157222,Austin Chick,137047.04397498263,4.4,4,28
Thumbsucker,2005,tt0318761,nm0590122,Mike Mills,2326486.063707276,4.6,12,39
Whiplash,1948,tt0040963,nm0782597,Lewis Seiler,0.0,4.5,90,58
Always,1989,tt0096794,nm0000229,Steven Spielberg,11609286.614221303,4.7,60,43
A Year Without Love,2005,tt0418484,nm1318393,Anahí Berneri,0.0,4.5,14,30
City Under Siege,2010,tt1691832,nm0150802,Benny Chan,0.0,4.2,58,49
"80,000 Suspects",1963,tt0056802,nm0346436,Val Guest,0.0,4.4,79,52
Sunday Bloody Sunday,1971,tt0067805,nm0772259,John Schlesinger,0.0,4.7,28,45
A Brand New Life,2009,tt1287875,nm0496293,Ounie Lecomte,185136.5829608257,4.8,3,43
Tetsuo II: Body Hammer,1992,tt0105569,nm0875354,Shin'ya Tsukamoto,-210894.55398503388,4.5,29,32
The Tin Drum,1979,tt0078875,nm0772522,Volker Schlöndorff,0.0,5.2,42,40
1408,2007,tt0450385,nm0405632,Mikael Håfström,11609286.614221303,4.8,33,47
The Natural,1984,tt0087781,nm0001469,Barry Levinson,11609286.614221303,5.0,65,42
Adoration,2008,tt1074929,nm0000382,Atom Egoyan,-5167891.609866737,4.4,40,48
The Promising Boy,1981,tt0180633,nm0705649,Milos 'Misa' Radivojevic,0.0,4.8,64,42
Shower,1999,tt0215369,nm0955434,Yang Zhang,0.0,4.8,12,32
Demons of War,1998,tt0144164,nm0664582,Wladyslaw Pasikowski,0.0,4.5,38,39
Basant Bahar,1956,tt0048987,nm0623178,Raja Nawathe,0.0,4.7,8,32
The Man in the White Suit,1951,tt0044876,nm0533241,Alexander Mackendrick,0.0,4.7,10,39
Palooka,1934,tt0025619,nm0831577,Benjamin Stoloff,0.0,4.4,97,39
The Virgin Suicides,1999,tt0159097,nm0001068,Sofia Coppola,6266600.68058332,4.8,20,28
The War of the Roses,1989,tt0098621,nm0000362,Danny DeVito,11609286.614221303,4.8,26,45
3 Deewarein,2003,tt0338490,nm0474398,Nagesh Kukunoor,0.0,4.8,47,36
Guns of Darkness,1962,tt0056044,nm0002190,Anthony Asquith,0.0,4.5,43,60
Dangerous Minds,1995,tt0112792,nm0808807,John N. Smith,11609286.614221303,4.8,34,52
Punchline,1988,tt0095927,nm0783544,David Seltzer,11609286.614221303,4.6,8,48
Goldfish Memory,2003,tt0366527,nm1369426,Liz Gill,-1544281.2231030576,4.5,22,37
Close to My Heart,1951,tt0043417,nm0445033,William Keighley,0.0,4.6,35,62
Dogfight,1991,tt0101748,nm0001700,Nancy Savoca,691185.0114752493,4.7,17,32
The Beach,2000,tt0163978,nm0000965,Danny Boyle,-54990979.48122338,3.6,51,44
The Private Eyes,1980,tt0081376,nm0254527,Lang Elliott,11609286.614221303,4.8,5,31
The Golden Bowl,2000,tt0200669,nm0412465,James Ivory,-12711607.584469607,4.2,35,72
Twisted,1986,tt0092122,nm0390435,Adam Holender,0.0,4.2,1,49
Paanch,2003,tt0356982,nm0440604,Anurag Kashyap,-167297.13250283126,4.8,35,31
Summer with Monika,1953,tt0046345,nm0000005,Ingmar Bergman,0.0,4.8,85,35
Welcome to 18,1986,tt0092199,nm0139740,Terry Carr,0.0,4.4,1,43
1 Day,2009,tt1268158,nm0941085,Penny Woolcock,-2206949.5393956904,4.1,37,59
Violet Tendencies,2010,tt1407055,nm0028220,Casper Andreas,0.0,4.5,12,38
Marjorie Morningstar,1958,tt0051911,nm0710924,Irving Rapper,0.0,4.5,21,60
"Bashu, the Little Stranger",1989,tt0096894,nm0067323,Bahram Beyzaie,0.0,4.9,14,51
The St. Valentine's Day Massacre,1967,tt0062301,nm0000339,Roger Corman,-15435458.281289034,4.3,50,41
Rescue Dawn,2006,tt0462504,nm0001348,Werner Herzog,-3314980.010226117,4.7,86,64
Tetsuo: The Bullet Man,2009,tt1176416,nm0875354,Shin'ya Tsukamoto,0.0,4.3,29,49
Tales from Earthsea,2006,tt0495596,nm2066439,Gorô Miyazaki,11609286.614221303,4.7,14,39
The Cry of the Owl,1987,tt0092797,nm0001031,Claude Chabrol,0.0,4.5,86,57
Stella,1955,tt0048657,nm0128050,Michael Cacoyannis,0.0,4.9,17,33
Patrick,1978,tt0078067,nm0002207,Richard Franklin,0.0,4.5,31,30
"Red Firecracker, Green Firecracker",1994,tt0110769,nm0372092,Ping He,0.0,4.6,7,37
The Prince and Me,2004,tt0337697,nm0004838,Martha Coolidge,11609286.614221303,4.6,59,58
Mancora,2008,tt1003023,nm1662693,Ricardo de Montreuil,-1979192.531438325,4.5,19,34
The Quiet Duel,1949,tt0041870,nm0000041,Akira Kurosawa,0.0,4.7,32,39
Night World,1932,tt0023271,nm0377126,Hobart Henley,0.0,4.6,56,45
The Fugitive,1993,tt0106977,nm0001112,Andrew Davis,11609286.614221303,6.2,25,47
Interview,2007,tt0480269,nm0000114,Steve Buscemi,0.0,4.6,64,50
The Prince of Pennsylvania,1988,tt0095903,nm0638913,Ron Nyswaner,0.0,4.4,2,32
Innocent Blood,1992,tt0104511,nm0000484,John Landis,8389921.873269984,4.6,81,42
Total Eclipse,1995,tt0114702,nm0002140,Agnieszka Holland,528425.2630022968,4.6,82,47
Mother,2009,tt1216496,nm0094435,Bong Joon Ho,11609286.614221303,5.0,15,40
Mask,1985,tt0089560,nm0000953,Peter Bogdanovich,11609286.614221303,5.3,34,46
Timecrimes,2007,tt0480669,nm1443023,Nacho Vigalondo,-2968587.147910321,4.6,31,30
Minor Mishaps,2002,tt0306079,nm0646299,Annette K. Olesen,0.0,4.5,24,37
Peppermint Frappé,1967,tt0062113,nm0767022,Carlos Saura,0.0,4.7,51,35
Weapons,2007,tt0497470,nm1266372,Adam Bhala Lough,0.0,4.2,15,28
Forever the Moment,2008,tt1232162,nm0948027,Soon-rye Yim,11609286.614221303,4.7,11,48
Desperate Hours,1990,tt0099409,nm0001047,Michael Cimino,-27643889.49001339,3.8,9,51
Hannah and Her Sisters,1986,tt0091167,nm0000095,Woody Allen,11609286.614221303,6.8,61,51
Oru Maravathoor Kanavu,1998,tt0246833,nm0430485,Lal Jose,0.0,4.6,27,32
"Léon Morin, Priest",1961,tt0055082,nm0578483,Jean-Pierre Melville,0.0,4.8,14,44
Captain America: The First Avenger,2011,tt0458339,nm0002653,Joe Johnston,11609286.614221303,4.8,16,61
Nixon,1995,tt0113987,nm0000231,Oliver Stone,-47288778.168741114,3.9,58,49
Three Seasons,1999,tt0138874,nm0004784,Tony Bui,2873234.487033868,4.8,3,26
The Ramen Girl,2008,tt0806165,nm0010012,Robert Allan Ackerman,-3518564.5003348,4.4,20,64
"Bruce Lee, My Brother",2010,tt1482989,nm0939236,Manfred Wong,0.0,4.5,4,53
Day for Night,1973,tt0070460,nm0000076,François Truffaut,0.0,5.7,25,41
Notes on a Scandal,2006,tt0465551,nm0264236,Richard Eyre,11609286.614221303,5.0,29,63
Colors,1988,tt0094894,nm0000454,Dennis Hopper,11609286.614221303,4.8,9,52
My One and Only,2009,tt1185431,nm0518644,Richard Loncraine,3339414.798243038,4.6,28,63
The Great Man,1956,tt0049280,nm0001207,José Ferrer,0.0,4.6,7,44
The Story of Qiu Ju,1992,tt0105197,nm0955443,Yimou Zhang,0.0,4.8,31,41
Letters from Iwo Jima,2006,tt0498380,nm0000142,Clint Eastwood,11609286.614221303,5.8,43,76
Achilles and the Tortoise,2008,tt1217243,nm0001429,Takeshi Kitano,0.0,4.7,19,61
Vacationland,2006,tt0480048,nm0894812,Todd Verow,0.0,4.2,50,40
The Photograph,2007,tt1067224,nm0009847,Nan Triveni Achnas,0.0,4.6,6,44
The Round-Up,1966,tt0059776,nm0417352,Miklós Jancsó,0.0,4.8,86,45
Alice Adams,1935,tt0026056,nm0828419,George Stevens,11609286.614221303,4.8,57,31
Vengeance of the Zombies,1973,tt0069165,nm0459567,León Klimovsky,0.0,4.2,82,67
To Be or Not to Be,1942,tt0035446,nm0523932,Ernst Lubitsch,0.0,4.9,66,50
Yavanika,1982,tt0215376,nm0313489,K.G. George,0.0,4.9,22,36
Un giorno nella vita,1946,tt0038560,nm0087704,Alessandro Blasetti,0.0,4.8,59,46
Krishnarjuna,2008,tt1150946,nm0890864,P. Vasu,0.0,4.0,55,54
Mahler,1974,tt0071797,nm0001692,Ken Russell,0.0,4.7,97,47
Coup de Torchon,1981,tt0082206,nm0851724,Bertrand Tavernier,0.0,4.7,44,40
Foxes,1980,tt0080756,nm0001490,Adrian Lyne,11609286.614221303,4.7,11,39
The Solitude of Prime Numbers,2010,tt1441373,nm0182459,Saverio Costanzo,0.0,4.5,93,35
Bad Girls Go to Hell,1965,tt0058933,nm0822555,Doris Wishman,0.0,4.2,29,53
Run Lola Run,1998,tt0130827,nm0878756,Tom Tykwer,11609286.614221303,5.0,19,33
Da grande,1987,tt0164519,nm0002171,Franco Amurri,0.0,4.5,19,29
Matinee,1993,tt0107529,nm0001102,Joe Dante,11609286.614221303,4.8,68,47
The Flower of My Secret,1995,tt0113083,nm0000264,Pedro Almodóvar,1603550.2778737831,4.7,43,46
Crash Dive,1943,tt0035763,nm0562845,Archie Mayo,0.0,4.9,85,52
Firefox,1982,tt0083943,nm0000142,Clint Eastwood,11609286.614221303,4.6,43,52
Bliss,2007,tt0978649,nm1283973,Abdullah Oguz,0.0,4.8,53,49
Windstruck,2004,tt0409072,nm1030706,Jae-young Kwak,0.0,4.7,14,45
Argo,2012,tt1024648,nm0000255,Ben Affleck,11609286.614221303,6.8,13,40
Nora,2000,tt0158033,nm0614584,Pat Murphy,0.0,4.4,5,49
Dear Frankie,2004,tt0377752,nm0994254,Shona Auerbach,3735141.4777305215,4.9,4,37
The Squid and the Whale,2005,tt0367089,nm0000876,Noah Baumbach,11609286.614221303,4.9,15,36
Underworld,1927,tt0018526,nm0903049,Josef von Sternberg,0.0,4.8,28,33
The Ambulance,1990,tt0099026,nm0169540,Larry Cohen,-7247487.722431277,4.3,20,54
That Forsyte Woman,1949,tt0041955,nm0071682,Compton Bennett,11609286.614221303,4.8,22,49
Paris,2008,tt0869994,nm0458251,Cédric Klapisch,-20891476.720737875,4.3,29,47
Raven's End,1963,tt0057237,nm0927090,Bo Widerberg,0.0,4.7,26,33
In the Line of Fire,1993,tt0107206,nm0000583,Wolfgang Petersen,11609286.614221303,4.9,39,52
Balzac and the Little Chinese Seamstress,2002,tt0291032,nm0197246,Sijie Dai,0.0,4.7,7,48
A Child Is Waiting,1963,tt0056930,nm0001023,John Cassavetes,0.0,4.7,21,34
The Tiger,2005,tt0483184,nm0435050,Shaji Kailas,0.0,4.6,49,40
Heavy,1995,tt0113280,nm0003506,James Mangold,1462540.1396018812,4.6,28,32
Femme Fatale,2002,tt0280665,nm0000361,Brian De Palma,-23902081.051220756,4.1,39,62
Scream 3,2000,tt0134084,nm0000127,Wes Craven,11609286.614221303,4.6,33,61
The Star Maker,1995,tt0114808,nm0868153,Giuseppe Tornatore,0.0,4.7,28,39
Faust,2011,tt1437357,nm0812546,Aleksandr Sokurov,0.0,4.6,67,60
Exterminator 2,1984,tt0087229,nm0120602,Mark Buntzman,8521604.126908392,4.3,1,35
Soft Shell Man,2001,tt0284214,nm0878031,André Turpin,0.0,4.7,4,35
Mississippi Masala,1991,tt0102456,nm0619762,Mira Nair,-1199397.5769442576,4.6,30,34
Map of the Sounds of Tokyo,2009,tt1185376,nm0170043,Isabel Coixet,0.0,4.4,47,49
American Venus,2007,tt0783478,nm0842096,Bruce Sweeney,0.0,4.1,8,45
