Movie_name,Top_genres,Release_Date,tconst,nconst,Director_name,Successful,director_name,num_movies,birth_year,death_year,Director_age
The Lords of Flatbush,Drama,1974,tt0071772,nm0203429,Martin Davidson,4.3,Martin Davidson,27.0,1939,0,35
Titanic,Action/Adventure,1997,tt0120338,nm0000116,James Cameron,10.0,James Cameron,24.0,1954,0,43
Mickey,Family,2004,tt0277895,nm0933505,Hugh Wilson,4.4,Hugh Wilson,32.0,1943,2018,61
Master Minds,Horror,1949,tt0041644,nm0946391,Jean Yarbrough,4.5,Jean Yarbrough,397.0,1900,1975,49
An Autumn Afternoon,Drama,1962,tt0056444,nm0654868,Yasujirô Ozu,4.9,Yasujirô Ozu,54.0,1903,1963,59
Dead End Drive-In,Drama,1986,tt0090915,nm0872062,Brian Trenchard-Smith,4.4,Brian Trenchard-Smith,93.0,1946,0,40
The Lady Eve,Family,1941,tt0033804,nm0002545,Preston Sturges,4.8,Preston Sturges,13.0,1898,1959,43
The Sicilian,Drama,1987,tt0093966,nm0001047,Michael Cimino,4.2,Michael Cimino,9.0,1939,2016,48
Worth Winning,Family,1989,tt0098678,nm0533414,Will Mackenzie,4.5,Will Mackenzie,448.0,1938,0,51
2001: A Space Odyssey,Drama,1968,tt0062622,nm0000040,Stanley Kubrick,5.9,Stanley Kubrick,16.0,1928,1999,40
Unidentified,Fiction,2006,tt0460975,nm0160126,Rich Christiano,3.9,Rich Christiano,9.0,1956,0,50
Amma Nanna O Tamila Ammayi,Drama,2003,tt0374497,nm0700872,Puri Jagannadh,4.7,Puri Jagannadh,39.0,1966,0,37
Just a Kiss,Family,2002,tt0245479,nm0001770,Fisher Stevens,4.2,Fisher Stevens,14.0,1963,0,39
Mystic Pizza,Family,1988,tt0095690,nm0677953,Donald Petrie,4.7,Donald Petrie,53.0,1954,0,34
The Lady Vanishes,Action/Adventure,1979,tt0079428,nm0656108,Anthony Page,4.4,Anthony Page,52.0,1935,0,44
Slumdog Millionaire,Drama,2008,tt1010048,nm0000965,Danny Boyle,8.7,Danny Boyle,51.0,1956,0,52
Temptress Moon,Drama,1996,tt0116295,nm0155280,Kaige Chen,4.6,Kaige Chen,23.0,1952,0,44
Playing the Ponies,Other,1937,tt0029408,nm0006943,Charles Lamont,4.8,Charles Lamont,305.0,1895,1993,42
Bullitt,Drama,1968,tt0062765,nm0946811,Peter Yates,5.5,Peter Yates,39.0,1929,2011,39
Ulsavapittennu,Drama,1989,tt0216319,nm0329727,Bharat Gopy,4.8,Bharat Gopy,5.0,1937,2008,52
Say It with Sables,Other,1928,tt0019355,nm0001008,Frank Capra,4.2,Frank Capra,54.0,1897,1991,31
Achanak,Drama,1973,tt0215466,nm0347899,Gulzar,4.7,Gulzar,41.0,1934,0,39
Lucky Losers,Family,1950,tt0042693,nm0064415,William Beaudine,4.5,William Beaudine,569.0,1892,1970,58
Adventure,Drama,1945,tt0037494,nm0281808,Victor Fleming,4.5,Victor Fleming,46.0,1889,1949,56
The Rich are Always With Us,Drama,1932,tt0023394,nm0337586,Alfred E. Green,4.5,Alfred E. Green,172.0,1889,1960,43
The Case of the Stuttering Bishop,Other,1937,tt0028695,nm0166058,William Clemens,4.5,William Clemens,34.0,1905,1980,32
The Pilgrim,Family,1923,tt0014358,nm0000122,Charles Chaplin,4.7,Charles Chaplin,72.0,1889,1977,34
The Swinging Cheerleaders,Family,1974,tt0072236,nm0384335,Jack Hill,4.2,Jack Hill,15.0,1933,0,41
Amar Akbar Anthony,Action/Adventure,1977,tt0075669,nm0220828,Manmohan Desai,4.1,Manmohan Desai,23.0,1937,1994,40
Mr. Vampire,Horror,1985,tt0089371,nm0490605,Ricky Lau,4.7,Ricky Lau,27.0,1949,0,36
102 Dalmatians,Family,2000,tt0211181,nm0510674,Kevin Lima,4.4,Kevin Lima,11.0,1962,0,38
Vetri Kodi Kattu,Other,2000,tt2022587,nm0155741,Cheran,4.7,Cheran,14.0,1970,0,30
Birds Do It,Action/Adventure,1966,tt0060169,nm0554249,Andrew Marton,4.1,Andrew Marton,77.0,1904,1992,62
Miss Susie Slagle's,Drama,1946,tt0037917,nm0077587,John Berry,4.6,John Berry,33.0,1917,1999,29
Permanent Residence,Drama,2009,tt1386963,nm2947826,Scud,4.5,Scud,8.0,1967,0,42
Niagara Falls,Other,1941,tt0033949,nm0235066,Gordon Douglas,4.4,Gordon Douglas,95.0,1907,1993,34
Chasing Liberty,Family,2004,tt0360139,nm0128225,Andy Cadiff,4.2,Andy Cadiff,619.0,1955,0,49
Television Spy,Action/Adventure,1939,tt0032009,nm0229424,Edward Dmytryk,4.4,Edward Dmytryk,55.0,1908,1999,31
Nancy Goes to Rio,Family,1950,tt0042779,nm0502752,Robert Z. Leonard,4.5,Robert Z. Leonard,151.0,1889,1968,61
Somewhere in the Night,Drama,1946,tt0038965,nm0000581,Joseph L. Mankiewicz,4.7,Joseph L. Mankiewicz,22.0,1909,1993,37
"Rosolino Paternò, soldato...",Action/Adventure,1970,tt0066312,nm0523439,Nanni Loy,4.4,Nanni Loy,21.0,1925,1995,45
Walk Hard: The Dewey Cox Story,Family,2007,tt0841046,nm0440458,Jake Kasdan,4.3,Jake Kasdan,45.0,1974,0,33
School Master,Other,1964,tt0232598,nm0437031,S.R. Puttana Kanagal,4.7,S.R. Puttana Kanagal,39.0,1933,1985,31
The Tattered Dress,Other,1957,tt0051058,nm0000791,Jack Arnold,4.8,Jack Arnold,198.0,1912,1992,45
Lost Christmas,Other,2011,tt1806954,nm0370510,John Hay,4.6,John Hay,18.0,1959,0,52
The Scoundrel,Drama,1935,tt0026970,nm0372942,Ben Hecht,4.9,Ben Hecht,6.0,1894,1964,41
Royal Flash,Drama,1975,tt0073639,nm0504513,Richard Lester,4.5,Richard Lester,56.0,1932,0,43
Flash Gordon,Drama,1980,tt0080745,nm0388198,Mike Hodges,4.2,Mike Hodges,35.0,1932,2022,48
Daffy Duck in Hollywood,Other,1938,tt0030035,nm0000813,Tex Avery,4.6,Tex Avery,195.0,1908,1980,30
Hick,Drama,2011,tt1205558,nm0553796,Derick Martini,4.3,Derick Martini,8.0,1972,0,39
All Dogs Go to Heaven,Family,1989,tt0096787,nm0089940,Don Bluth,4.8,Don Bluth,18.0,1937,0,52
I Want You,Other,1951,tt0043664,nm0733476,Mark Robson,4.8,Mark Robson,32.0,1913,1978,38
The Last Mile,Drama,1932,tt0023117,nm0083900,Samuel Bischoff,4.5,Samuel Bischoff,1.0,1890,1975,42
Stella Dallas,Drama,1937,tt0029608,nm0896542,King Vidor,4.7,King Vidor,73.0,1894,1982,43
Genesis,Other,1986,tt0091105,nm0784019,Mrinal Sen,4.6,Mrinal Sen,33.0,1923,2018,63
Nadodi Thendral,Other,1992,tt0155896,nm0707300,Bharathiraja,4.7,Bharathiraja,797.0,1941,0,51
Where in the World is Osama Bin Laden?,Other,2008,tt0963208,nm1041597,Morgan Spurlock,4.6,Morgan Spurlock,21.0,1970,0,38
Savage Nights,Drama,1992,tt0105032,nm0171664,Cyril Collard,4.7,Cyril Collard,4.0,1957,1993,35
Children on Their Birthdays,Drama,2002,tt0283991,nm0575865,Mark Medoff,4.5,Mark Medoff,4.0,1940,2019,62
Penitentiary,Action/Adventure,1979,tt0079709,nm0266668,Jamaa Fanaka,4.4,Jamaa Fanaka,7.0,1942,2012,37
Nosotros los pobres,Drama,1948,tt0039668,nm0735879,Ismael Rodríguez,4.8,Ismael Rodríguez,61.0,1917,2004,31
The Learning Tree,Drama,1969,tt0064579,nm0662953,Gordon Parks,4.7,Gordon Parks,10.0,1912,2006,57
Stray Cat Rock: Sex Hunter,Drama,1970,tt0223783,nm0367915,Yasuharu Hasebe,4.5,Yasuharu Hasebe,67.0,1932,2009,38
Shield for Murder,Drama,1954,tt0047479,nm0462322,Howard W. Koch,4.6,Howard W. Koch,71.0,1916,2001,38
The Last Circus,Horror,2010,tt1572491,nm0407067,Álex de la Iglesia,4.4,Álex de la Iglesia,69.0,1965,0,45
Son of Sinbad,Action/Adventure,1955,tt0048642,nm0005898,Ted Tetzlaff,4.3,Ted Tetzlaff,15.0,1903,1995,52
Back Roads,Drama,1981,tt0082042,nm0728688,Martin Ritt,4.4,Martin Ritt,33.0,1914,1990,67
Wild Orchids,Drama,1929,tt0020589,nm0291548,Sidney Franklin,4.7,Sidney Franklin,44.0,1893,1972,36
Shikari,Drama,2000,tt0120117,nm0151504,N. Chandra,4.1,N. Chandra,16.0,1952,0,48
Three Pests in a Mess,Other,1945,tt0038167,nm0520419,Del Lord,4.7,Del Lord,214.0,1894,1970,51
Billy Bathgate,Drama,1991,tt0101453,nm0000914,Robert Benton,3.4,Robert Benton,12.0,1932,0,59
Arundhati,Drama,2009,tt1361809,nm0707952,Kodi Ramakrishna,4.7,Kodi Ramakrishna,93.0,1949,2019,60
The Santa Clause 3: The Escape Clause,Family,2006,tt0452681,nm0501185,Michael Lembeck,4.4,Michael Lembeck,388.0,1948,0,58
Hair High,Horror,2004,tt0365296,nm0687739,Bill Plympton,4.6,Bill Plympton,72.0,1946,0,58
Driverless,Other,2010,tt1666661,nm0955434,Yang Zhang,4.4,Yang Zhang,12.0,1967,0,43
Anokhi Raat,Drama,1968,tt0147843,nm5556806,Asit Sen,4.7,Asit Sen,21.0,1922,2001,46
Supermarket Woman,Other,1996,tt0127310,nm0411631,Jûzô Itami,4.7,Jûzô Itami,11.0,1933,1997,63
The Power of Love,Drama,1922,tt0013506,nm0222401,Nat G. Deverich,4.6,Nat G. Deverich,4.0,1893,1963,29
Salt,Drama,2010,tt0944835,nm0637518,Phillip Noyce,4.7,Phillip Noyce,79.0,1950,0,60
Critters,Fiction,1986,tt0090887,nm0378893,Stephen Herek,4.7,Stephen Herek,46.0,1958,0,28
Spinach Fer Britain,Other,1943,tt0152556,nm0816917,Izzy Sparber,4.4,Izzy Sparber,140.0,1906,1958,37
The Locket,Other,1946,tt0038700,nm0103975,John Brahm,4.7,John Brahm,228.0,1893,1982,53
Love + hate,Drama,2005,tt0471018,nm0767289,Dominic Savage,4.6,Dominic Savage,33.0,1962,0,43
The Savages,Other,2007,tt0775529,nm0420982,Tamara Jenkins,4.9,Tamara Jenkins,6.0,1962,0,45
Once More,Family,1997,tt0364571,nm0151546,S.A. Chandrashekhar,4.6,S.A. Chandrashekhar,63.0,1945,0,52
Laughter,Family,1930,tt0021053,nm0195496,Harry d'Abbadie d'Arrast,4.5,Harry d'Abbadie d'Arrast,10.0,1897,1968,33
Peter Ibbetson,Drama,1935,tt0026866,nm0368871,Henry Hathaway,4.6,Henry Hathaway,64.0,1898,1985,37
The Great Macarthy,Other,1975,tt0073074,nm0048373,David Baker,4.3,David Baker,51.0,1931,0,44
Crime and Punishment,Other,1973,tt0269617,nm0899649,K. Viswanath,5.0,K. Viswanath,53.0,1930,2023,43
The Woman in Red,Drama,1935,tt0027228,nm0282984,Robert Florey,4.5,Robert Florey,282.0,1900,1979,35
Kelly's Heroes,Action/Adventure,1970,tt0065938,nm0404606,Brian G. Hutton,4.9,Brian G. Hutton,9.0,1929,2014,41
The Girl with the Dragon Tattoo,Drama,2011,tt1568346,nm0000399,David Fincher,6.0,David Fincher,33.0,1962,0,49
The Van,Drama,1996,tt0118064,nm0001241,Stephen Frears,4.6,Stephen Frears,111.0,1941,0,55
Xcuse Me,Other,2003,tt0383719,nm0151504,N. Chandra,4.4,N. Chandra,16.0,1952,0,51
A Hen in the Wind,Drama,1948,tt0040505,nm0654868,Yasujirô Ozu,4.7,Yasujirô Ozu,54.0,1903,1963,45
The Love of Sunya,Drama,1927,tt0018113,nm0662032,Albert Parker,4.5,Albert Parker,35.0,1885,1974,42
The Cavalier,Other,1928,tt0018752,nm0929649,Irvin Willat,4.3,Irvin Willat,39.0,1890,1976,38
Blood Freak,Fiction,1972,tt0132888,nm0342489,Brad F. Grinter,3.9,Brad F. Grinter,5.0,1922,1993,50
Why Did I Get Married Too?,Drama,2010,tt1391137,nm1347153,Tyler Perry,4.4,Tyler Perry,1038.0,1969,0,41
They Live by Night,Drama,1948,tt0040872,nm0712947,Nicholas Ray,4.7,Nicholas Ray,26.0,1911,1979,37
Reckless,Other,1995,tt0114241,nm0720000,Norman René,4.2,Norman René,4.0,1950,1996,45
The Story of Menstruation,Other,1946,tt0190806,nm0455741,Jack Kinney,4.4,Jack Kinney,173.0,1909,1992,37
Time Changer,Family,2002,tt0295725,nm0160126,Rich Christiano,4.3,Rich Christiano,9.0,1956,0,46
Killer Crocodile,Other,1989,tt0143338,nm0170354,Fabrizio De Angelis,4.2,Fabrizio De Angelis,28.0,1940,0,49
First Yank into Tokyo,Drama,1945,tt0037701,nm0235066,Gordon Douglas,4.3,Gordon Douglas,95.0,1907,1993,38
Sucker Punch,Drama,2011,tt0978764,nm0811583,Zack Snyder,4.6,Zack Snyder,18.0,1966,0,45
El Rati Horror Show,Other,2010,tt1636459,nm0684127,Enrique Piñeyro,4.8,Enrique Piñeyro,4.0,1956,0,54
Mata Hari,Drama,1931,tt0023196,nm0280463,George Fitzmaurice,4.4,George Fitzmaurice,80.0,1885,1940,46
Teenage Mutant Ninja Turtles III,Action/Adventure,1993,tt0108308,nm0318795,Stuart Gillard,4.4,Stuart Gillard,141.0,1950,0,43
Pal Joey,Family,1957,tt0050815,nm0796645,George Sidney,4.8,George Sidney,54.0,1916,2002,41
The Two of Us,Drama,1967,tt0063771,nm0001945,Claude Berri,4.8,Claude Berri,24.0,1934,2009,33
The Adventures of Marco Polo,Drama,1938,tt0029842,nm0562845,Archie Mayo,4.4,Archie Mayo,85.0,1891,1968,47
Early Summer,Drama,1951,tt0043313,nm0654868,Yasujirô Ozu,4.9,Yasujirô Ozu,54.0,1903,1963,48
Air America,Action/Adventure,1990,tt0099005,nm0006854,Roger Spottiswoode,4.6,Roger Spottiswoode,37.0,1945,0,45
Oblivion,Action/Adventure,1994,tt0110706,nm0006787,Sam Irvin,4.2,Sam Irvin,78.0,1956,0,38
Maa Kasam,Family,1985,tt0243395,nm0593967,Shibu Mitra,4.2,Shibu Mitra,38.0,1948,0,37
Moon,Drama,2009,tt1182345,nm1512910,Duncan Jones,4.9,Duncan Jones,8.0,1971,0,38
Numb,Other,2007,tt0795439,nm0325214,Harris Goldberg,4.6,Harris Goldberg,9.0,1972,0,35
Naked in New York,Family,1993,tt0110623,nm0019341,Daniel Algrant,4.4,Daniel Algrant,8.0,1959,0,34
Gambit,Drama,1966,tt0060445,nm0623768,Ronald Neame,4.7,Ronald Neame,25.0,1911,2010,55
Vampire Circus,Other,1972,tt0067924,nm0950000,Robert Young,4.5,Robert Young,91.0,1933,0,39
The Tango Lesson,Drama,1997,tt0120275,nm0006845,Sally Potter,4.6,Sally Potter,23.0,1949,0,48
Mr. Wonderful,Family,1993,tt0107613,nm0005237,Anthony Minghella,4.5,Anthony Minghella,10.0,1954,2008,39
Humongous,Horror,1982,tt0082537,nm0528420,Paul Lynch,4.1,Paul Lynch,128.0,1946,0,36
Aalavandhan,Other,2001,tt0294264,nm0471452,Suresh Krishna,4.7,Suresh Krishna,53.0,1959,0,42
Summer Rental,Action/Adventure,1985,tt0090098,nm0005348,Carl Reiner,4.7,Carl Reiner,41.0,1922,2020,63
Ghost Station,Horror,2007,tt0996940,nm0802679,Yuthlert Sippapak,4.1,Yuthlert Sippapak,18.0,1966,0,41
Greed,Drama,1924,tt0015881,nm0002233,Erich von Stroheim,4.8,Erich von Stroheim,8.0,1885,1957,39
Morons from Outer Space,Fiction,1985,tt0089622,nm0388198,Mike Hodges,4.1,Mike Hodges,35.0,1932,2022,53
The Red Queen Kills Seven Times,Horror,1972,tt0068444,nm0591987,Emilio Miraglia,4.6,Emilio Miraglia,6.0,1924,1982,48
"Aguirre, the Wrath of God",Drama,1972,tt0068182,nm0001348,Werner Herzog,4.8,Werner Herzog,86.0,1942,0,30
The Warrior,Action/Adventure,2001,tt0275083,nm1226290,Sung-su Kim,4.5,Sung-su Kim,8.0,1961,0,40
Dustclouds,Other,2007,tt0453472,nm1475059,Filip Jan Rymsza,4.8,Filip Jan Rymsza,4.0,1977,0,30
The Sea Inside,Drama,2004,tt0369702,nm0024622,Alejandro Amenábar,5.6,Alejandro Amenábar,18.0,1972,0,32
See the Sea,Other,1997,tt0139564,nm0654830,François Ozon,4.6,François Ozon,46.0,1967,0,30
Cats Don't Dance,Family,1997,tt0118829,nm0227540,Mark Dindal,3.9,Mark Dindal,8.0,1960,0,37
The Reckless Moment,Drama,1949,tt0041786,nm0649097,Max Ophüls,4.8,Max Ophüls,26.0,1902,1957,47
Bad Medicine,Other,1985,tt0088765,nm0588458,Harvey Miller,4.2,Harvey Miller,14.0,1935,1999,50
The Plex,Other,2008,tt0875608,nm1831316,Timothy Boyle,4.2,Timothy Boyle,8.0,1974,0,34
Delirious,Family,1991,tt0101701,nm0542539,Tom Mankiewicz,4.0,Tom Mankiewicz,18.0,1942,2010,49
Orange,Other,2010,tt1533748,nm2347386,Bommarillu Baskar,4.6,Bommarillu Baskar,8.0,1976,0,34
One Cab's Family,Other,1952,tt0044996,nm0000813,Tex Avery,4.7,Tex Avery,195.0,1908,1980,44
The Meteor Man,Fiction,1993,tt0107563,nm0870186,Robert Townsend,4.5,Robert Townsend,93.0,1957,0,36
Osaka Elegy,Drama,1936,tt0028021,nm0003226,Kenji Mizoguchi,4.7,Kenji Mizoguchi,93.0,1898,1956,38
Salmon Fishing in the Yemen,Drama,2011,tt1441952,nm0002120,Lasse Hallström,4.8,Lasse Hallström,70.0,1946,0,65
Congo,Drama,1995,tt0112715,nm0550881,Frank Marshall,4.5,Frank Marshall,19.0,1946,0,49
The Killer Shrews,Fiction,1959,tt0052969,nm0446129,Ray Kellogg,4.0,Ray Kellogg,5.0,1905,1976,54
Thief,Drama,1981,tt0083190,nm0000520,Michael Mann,5.0,Michael Mann,29.0,1943,0,38
Annie Oakley,Action/Adventure,1935,tt0026073,nm0828419,George Stevens,4.8,George Stevens,57.0,1904,1975,31
Little Women,Drama,1933,tt0024264,nm0002030,George Cukor,4.9,George Cukor,53.0,1899,1983,34
Variola Vera,Drama,1982,tt0083275,nm0548648,Goran Markovic,4.9,Goran Markovic,62.0,1946,0,36
Batman,Other,1943,tt0035665,nm0385171,Lambert Hillyer,4.5,Lambert Hillyer,217.0,1889,1969,54
The Iron Ladies,Family,2000,tt0263957,nm0861129,Yongyoot Thongkongtoon,4.6,Yongyoot Thongkongtoon,6.0,1967,0,33
Carry On up the Khyber,Family,1968,tt0062782,nm0858873,Gerald Thomas,4.6,Gerald Thomas,90.0,1920,1993,48
Gladiatress,Action/Adventure,2004,tt0339072,nm0335283,Brian Grant,4.1,Brian Grant,178.0,1950,0,54
Crimes of the Heart,Family,1986,tt0090886,nm0000915,Bruce Beresford,4.7,Bruce Beresford,59.0,1940,0,46
We Own the Night,Drama,2007,tt0498399,nm0336695,James Gray,4.8,James Gray,16.0,1969,0,38
Wagon Train,Other,1940,tt0033234,nm0453245,Edward Killy,4.4,Edward Killy,18.0,1903,1981,37
The Super Cops,Drama,1974,tt0072228,nm0662953,Gordon Parks,4.6,Gordon Parks,10.0,1912,2006,62
Whore Angels,Other,2000,tt1410044,nm1008445,Mototsugu Watanabe,4.5,Mototsugu Watanabe,150.0,1957,0,43
I Married a Monster from Outer Space,Drama,1958,tt0051756,nm0288635,Gene Fowler Jr.,4.5,Gene Fowler Jr.,44.0,1917,1998,41
Martian Through Georgia,Fiction,1962,tt0056227,nm0005062,Chuck Jones,4.6,Chuck Jones,324.0,1912,2002,50
About a Boy,Family,2002,tt0276751,nm0919363,Chris Weitz,4.9,Chris Weitz,9.0,1969,0,33
Tarzan and the Leopard Woman,Other,1946,tt0039011,nm0627087,Kurt Neumann,4.5,Kurt Neumann,68.0,1908,1958,38
Ek Var Piyu Ne Malva Aavje,Action/Adventure,2006,tt3487404,nm6204615,Harsukh Patel,4.6,Harsukh Patel,13.0,1965,0,41
Judge Dredd,Drama,1995,tt0113492,nm0134176,Danny Cannon,4.6,Danny Cannon,82.0,1968,0,27
Dante 01,Fiction,2008,tt0487928,nm0001988,Marc Caro,4.0,Marc Caro,21.0,1956,0,52
Scar,Drama,2007,tt0847520,nm0918554,Jed Weintrob,4.0,Jed Weintrob,17.0,1969,0,38
Will Success Spoil Rock Hunter?,Family,1957,tt0051196,nm0850895,Frank Tashlin,4.8,Frank Tashlin,76.0,1913,1972,44
Sixteen Candles,Family,1984,tt0088128,nm0000455,John Hughes,4.9,John Hughes,8.0,1950,2009,34
Keladi Kanmani,Other,1990,tt0319660,nm1182689,Vasanth,4.7,Vasanth,13.0,1963,0,27
Factotum,Drama,2005,tt0417658,nm0357584,Bent Hamer,4.6,Bent Hamer,10.0,1956,0,49
Milan,Drama,1995,tt0113822,nm0080315,Mahesh Bhatt,4.2,Mahesh Bhatt,888.0,1948,0,47
Love 86,Other,1986,tt0359619,nm0795430,Esmayeel Shroff,4.2,Esmayeel Shroff,15.0,1957,2022,29
The Old Maid,Drama,1939,tt0031750,nm0332539,Edmund Goulding,4.7,Edmund Goulding,33.0,1891,1959,48
7 Days,Drama,2010,tt0445054,nm0343898,Daniel Grou,4.6,Daniel Grou,170.0,1967,0,43
Deadly Eyes,Horror,1982,tt0083801,nm0167195,Robert Clouse,4.2,Robert Clouse,25.0,1928,1997,54
Oliver the Eighth,Other,1934,tt0025591,nm0294137,Lloyd French,4.7,Lloyd French,115.0,1900,1950,34
Zoot Suit,Family,1981,tt0083365,nm0883609,Luis Valdez,4.7,Luis Valdez,8.0,1940,0,41
Lady Killer,Drama,1933,tt0024239,nm0215877,Roy Del Ruth,4.7,Roy Del Ruth,125.0,1893,1961,40
Crusade in Jeans,Fiction,2006,tt0381111,nm0813786,Ben Sombogaart,4.6,Ben Sombogaart,96.0,1947,0,59
My Uncle Benjamin,Other,1969,tt0122617,nm0596850,Édouard Molinaro,4.6,Édouard Molinaro,120.0,1928,2013,41
Poovellam Kettuppar,Drama,1999,tt0323675,nm1182689,Vasanth,4.6,Vasanth,13.0,1963,0,36
The Viral Factor,Other,2012,tt2063011,nm0482592,Dante Lam,4.4,Dante Lam,24.0,1964,0,48
Judy Berlin,Drama,1999,tt0181618,nm0578857,Eric Mendelsohn,4.6,Eric Mendelsohn,3.0,1964,0,35
Music Is Magic,Family,1935,tt0026747,nm0550892,George Marshall,4.5,George Marshall,207.0,1891,1975,44
Ashi Hi Banwa Banwi,Other,1988,tt0267277,nm0755113,Sachin Pilgaonkar,5.1,Sachin Pilgaonkar,467.0,1957,0,31
The Ode,Other,2008,tt0835826,nm1650264,Nilanjan Neil Lahiri,4.6,Nilanjan Neil Lahiri,4.0,1976,0,32
Music in Darkness,Drama,1948,tt0040622,nm0000005,Ingmar Bergman,4.5,Ingmar Bergman,85.0,1918,2007,30
Idol of the Crowds,Drama,1937,tt0029044,nm0523893,Arthur Lubin,4.4,Arthur Lubin,242.0,1898,1995,39
Far Cry,Drama,2008,tt0400426,nm0093051,Uwe Boll,3.3,Uwe Boll,34.0,1965,0,43
San Antonio,Action/Adventure,1945,tt0038048,nm0909825,Raoul Walsh,4.7,Raoul Walsh,129.0,1887,1980,58
My Young Auntie,Action/Adventure,1981,tt0080717,nm0514906,Chia-Liang Liu,4.6,Chia-Liang Liu,25.0,1936,2013,45
Fireproof,Drama,2008,tt1129423,nm1731937,Alex Kendrick,4.7,Alex Kendrick,6.0,1970,0,38
The Furies,Action/Adventure,1950,tt0042490,nm0542649,Anthony Mann,4.7,Anthony Mann,40.0,1906,1967,44
Danger,Other,2005,tt1579943,nm0885537,Krishna Vamsi,4.5,Krishna Vamsi,23.0,1962,0,43
Hide and Seek,Drama,2005,tt0382077,nm0689852,John Polson,4.6,John Polson,81.0,1965,0,40
Tomorrow at Seven,Drama,1933,tt0024679,nm0258015,Ray Enright,4.4,Ray Enright,75.0,1896,1965,37
Where the Money Is,Action/Adventure,2000,tt0149367,nm0437709,Marek Kanievska,4.6,Marek Kanievska,52.0,1948,0,52
Final Yamato,Fiction,1983,tt0140648,nm0441540,Tomoharu Katsumata,4.7,Tomoharu Katsumata,284.0,1938,0,45
The Comfort of Strangers,Drama,1990,tt0099292,nm0001707,Paul Schrader,4.5,Paul Schrader,25.0,1946,0,44
Salute,Other,2008,tt0874317,nm1254704,Matt Norman,4.8,Matt Norman,19.0,1971,0,37
Serial Lover,Drama,1998,tt0155157,nm0404485,James Huth,4.6,James Huth,10.0,1966,0,32
Finian's Rainbow,Family,1968,tt0062974,nm0000338,Francis Ford Coppola,4.7,Francis Ford Coppola,36.0,1939,0,29
Bad Luck Blackie,Other,1949,tt0041146,nm0000813,Tex Avery,4.8,Tex Avery,195.0,1908,1980,41
Our Dancing Daughters,Drama,1928,tt0019237,nm0064600,Harry Beaumont,4.6,Harry Beaumont,99.0,1888,1966,40
Mooching Through Georgia,Other,1939,tt0031667,nm0925028,Jules White,4.5,Jules White,296.0,1900,1985,39
Our Lady of the Assassins,Drama,2000,tt0250809,nm0775447,Barbet Schroeder,4.6,Barbet Schroeder,53.0,1941,0,59
Blue Steel,Action/Adventure,1934,tt0024902,nm0102908,Robert N. Bradbury,4.3,Robert N. Bradbury,133.0,1886,1949,48
Night Trap,Drama,1993,tt0107684,nm0697935,David A. Prior,4.0,David A. Prior,33.0,1955,2015,38
Last Song in Paris,Other,1986,tt0091705,nm0159201,Yuen Chor,4.6,Yuen Chor,121.0,1934,2022,52
Call of the Yukon,Drama,1938,tt0029961,nm0247484,B. Reeves Eason,4.3,B. Reeves Eason,151.0,1886,1956,52
Practically Yours,Family,1944,tt0037190,nm0500552,Mitchell Leisen,4.5,Mitchell Leisen,75.0,1898,1972,46
Aadmi Khilona Hai,Drama,1993,tt0106221,nm0695162,J. Om Prakash,4.2,J. Om Prakash,19.0,1927,2019,66
All Good Things,Drama,2010,tt1175709,nm1285613,Andrew Jarecki,4.5,Andrew Jarecki,20.0,1963,0,47
Orchestra Wives,Family,1942,tt0035157,nm0562845,Archie Mayo,4.6,Archie Mayo,85.0,1891,1968,51
The Courtship of Eddie's Father,Family,1963,tt0056956,nm0591486,Vincente Minnelli,4.6,Vincente Minnelli,30.0,1903,1986,60
The Bonfire of the Vanities,Drama,1990,tt0099165,nm0000361,Brian De Palma,3.4,Brian De Palma,39.0,1940,0,50
Three Steps in the Dark,Drama,1953,tt0220811,nm0083783,Daniel Birt,4.4,Daniel Birt,17.0,1907,1955,46
"Parlor, Bedroom and Bath",Family,1931,tt0022254,nm0781292,Edward Sedgwick,4.4,Edward Sedgwick,91.0,1892,1953,39
Chan Is Missing,Action/Adventure,1982,tt0083728,nm0911061,Wayne Wang,4.7,Wayne Wang,22.0,1949,0,33
Mr. Nice,Drama,2010,tt1183911,nm0741262,Bernard Rose,4.5,Bernard Rose,30.0,1960,0,50
Behind the Green Door,Other,1972,tt0068260,nm0593140,Artie Mitchell,4.6,Artie Mitchell,13.0,1945,1991,27
Ceiling Zero,Drama,1936,tt0026191,nm0001328,Howard Hawks,4.6,Howard Hawks,39.0,1896,1977,40
Tomka and His Friends,Family,1977,tt0295730,nm0445368,Xhanfize Keko,4.7,Xhanfize Keko,27.0,1928,2007,49
Where Love Has Gone,Drama,1964,tt0058745,nm0229424,Edward Dmytryk,4.5,Edward Dmytryk,55.0,1908,1999,56
Peter Pan,Family,1953,tt0046183,nm0314671,Clyde Geronimi,4.9,Clyde Geronimi,163.0,1901,1989,52
Seven Samurai,Action/Adventure,1954,tt0047478,nm0000041,Akira Kurosawa,4.7,Akira Kurosawa,32.0,1910,1998,44
Ecstasy,Drama,1933,tt0022867,nm0532561,Gustav Machatý,4.6,Gustav Machatý,14.0,1901,1963,32
Verboten!,Drama,1959,tt0052354,nm0002087,Samuel Fuller,4.6,Samuel Fuller,41.0,1912,1997,47
